oldSubID,newID,group,site,pre_val,pre_deval,post_val,post_deval,CHANGE_SCORE
101,298,1-day,Tel_Aviv,0.512271003817669,0.797436114154233,0.083413656499892,0.0999806182608679,0.268598148575588
102,299,1-day,Tel_Aviv,0.670158012996466,4.06070445351473,3.43014384417116,4.23794347229921,2.58274681239021
103,300,1-day,Tel_Aviv,1.59643602012047,1.82288223843515,1.44934323684222,1.35078853327846,0.325000921878457
104,301,1-day,Tel_Aviv,1.01274645926854,0.520704456103899,1.96502588979395,0.782959430386962,0.690024456242347
105,302,1-day,Tel_Aviv,0.595777991252375,0.692990297598823,0.35008090582171,0.316662708462297,0.13063050370586
106,303,1-day,Tel_Aviv,4.18096864116677,3.99785717294362,4.21207535479922,2.94946225491531,1.07950163166076
107,304,1-day,Tel_Aviv,2.63985860018114,4.08235488405282,3.23811966089569,3.19880782563959,1.48180811912778
108,305,1-day,Tel_Aviv,4.96089710204424,1.46284104956294,3.63510471343016,1.9518037414624,-1.81475508051353
109,306,1-day,Tel_Aviv,5.00003460874218,4.65152401741,5.30157263086338,5.21631915443951,-0.263257114908308
110,307,1-day,Tel_Aviv,4.55617196707074,4.66032894734819,5.05902410809838,4.91103798169601,0.252143106679819
111,308,1-day,Tel_Aviv,5.80896026870282,5.59756454565825,6.13268548321592,4.76578281621849,1.15550694395286
112,309,1-day,Tel_Aviv,2.92191935395296,2.67413720539783,2.28385646016103,2.78212449123166,-0.746050179625771
113,310,1-day,Tel_Aviv,4.55789219329275,4.40112547313296,4.51938766170262,4.49390728051652,-0.131286338973701
114,311,1-day,Tel_Aviv,3.53055695128318,3.78600610229346,3.81989691680791,4.60819020462191,-0.532844136803709
115,312,1-day,Tel_Aviv,5.23441043610548,5.34312801343456,3.73090444191002,0.833538143545624,3.00608387569347
116,313,1-day,Tel_Aviv,4.81515322047553,3.61888615004763,5.57213037972342,0.367008373960693,4.00885493533482
117,314,1-day,Tel_Aviv,5.38696847377372,5.56011324617522,5.96523526538918,5.71446633955661,0.423913698234073
118,315,1-day,Tel_Aviv,4.99461848593482,4.87674041554038,5.15422356309334,5.21441678230311,-0.178071289604214
119,316,1-day,Tel_Aviv,5.03985716858838,5.2499285484246,5.57109627713397,5.56156232305044,0.21960533391976
120,317,1-day,Tel_Aviv,3.74520543107511,3.81106751007457,3.54755882911623,3.09534691537384,0.518073992741851
121,318,1-day,Tel_Aviv,3.58210424165231,3.45346855762202,4.36578564352412,4.35743685375121,-0.120286894257375
122,319,1-day,Tel_Aviv,4.69159009707739,4.76026794464267,4.2944883076487,3.54489463688174,0.818271518332241
123,320,1-day,Tel_Aviv,6.43447758840044,5.83077680759354,6.61357922619773,6.25838183190075,-0.248503386509923
124,321,1-day,Tel_Aviv,3.0924252344203,3.30336887052924,0.750149043542058,0.733646743908774,0.227445935742228
125,322,1-day,Tel_Aviv,4.45995123376871,4.59832537688591,4.57928309142104,3.83378646839274,0.883870766145491
126,323,1-day,Tel_Aviv,3.93361908546958,3.91816284059411,3.8528419648788,0.467765874141218,3.36961984586211
127,324,1-day,Tel_Aviv,5.0617180326528,4.87263440720142,5.31506417108219,5.37987480351251,-0.253894257881703
128,325,1-day,Tel_Aviv,5.00968002391728,5.44465791502431,5.3421485000467,5.80097175073556,-0.0238453595818271
129,326,1-day,Tel_Aviv,2.05548027336739,5.40248560987501,0.450203683420679,0.0666899639539893,3.73051905597431
130,327,1-day,Tel_Aviv,6.37943186928358,6.02192668300952,7.1306711966971,6.69643486046006,0.0767311499629733
131,328,1-day,Tel_Aviv,4.25073855100679,4.1717011645261,3.80772774942722,2.65154409292919,1.07714627001732
132,329,1-day,Tel_Aviv,3.61595138357736,3.60395132453578,3.74464982411135,4.23645307268305,-0.503803307613282
133,330,1-day,Tel_Aviv,4.08005101166524,3.10422943205278,3.04534721464775,4.22993269282065,-2.16040705778537
134,331,1-day,Tel_Aviv,4.84361474878197,4.94109851547826,3.01256012411724,2.82986326994014,0.280180620873391
135,332,1-day,Tel_Aviv,1.70321041964654,0.987483428298319,2.23235549149233,1.98281158503885,-0.466183084894744
136,333,1-day,Tel_Aviv,3.52831386831336,3.61960392941179,2.31228369590175,2.20337244065595,0.200201316344225
201,334,3-day,Tel_Aviv,0.0417247234932036,4.87924537378486,0.0502392166650654,0.0500135081709087,4.83774635878582
202,335,3-day,Tel_Aviv,0.553813148235239,0.896423218558505,0.233356795522729,0.200077382158147,0.375889483687848
203,336,3-day,Tel_Aviv,4.9027198904882,5.21678563042487,4.96644973075813,0,5.2805154706948
204,337,3-day,Tel_Aviv,4.64275186274229,4.80413670641725,0,0,0.161384843674962
206,338,3-day,Tel_Aviv,4.78818745973614,4.6515213983891,1.28357575055772,1.30135325343968,-0.154443564229005
207,339,3-day,Tel_Aviv,0.900959521207801,0.312689742957508,0.0166695136403283,0,-0.571600264609965
